"universidad";"tipo_institucion";"carrera";"tipo_carrera";"url";"selector";"metodo_usado";"perfil_egreso";"error";"largo_perfil"
"Universidad Tecnologica Metropolitana";"Universidad";"Ingenieria en Informatica";"Profesional";"https://conocetucarrera.utem.cl/ingenieria-en-informatica/";"-";"requests";"La persona egresada de Ingeniería en Informática de la Universidad Tecnológica Metropolitana está preparada para diseñar, desarrollar y gestionar soluciones tecnológicas innovadoras que respondan a las necesidades de un mundo interconectado. Su formación abarca ingeniería de software, redes, ciberseguridad y gestión de sistemas informáticos, fortalecida por competencias en liderazgo, comunicación y trabajo en equipo. A lo largo de la carrera, el enfoque práctico y ético permite a cada estudiante convertirse en una o un profesional capaz de anticipar los desafíos del entorno digital y proponer respuestas sostenibles, eficientes y seguras. Con una sólida base técnica y una visión humana de la tecnología, las y los egresados contribuyen activamente al desarrollo digital del país y a la innovación en los sectores público y privado.";"";"839"
"Universidad de Atacama";"Universidad";"Ingeniería Civil en Computación e Informática";"Profesional";"https://admision.uda.cl/index.php/ingenieria-civil-en-computacion-e-informatica/";".et_pb_toggle_content p";"requests";"Ingeniería Civil en Computación e Informática es una carrera que a través del desarrollo de las ciencias de la computación cultiva, fomenta y mejora el avance de todas las actividades humanas para el desarrollo individual, social, productivo y económico de la sociedad. Esta carrera, se fundamenta en la misión de la Universidad de Atacama a través del cultivo, generación, desarrollo y transferencia del conocimiento en ciencia y tecnología, por medio de la investigación, innovación y formación de capital humano, altamente competentes y responsables en satisfacer las necesidades e intereses generales de la sociedad, comprometida con los procesos de inclusión y respetuosa del medio ambiente, aportando de esta manera al desarrollo sostenible de la región de Atacama y el país. Además, promueve el desarrollo de valores institucionales tales como un espíritu crítico, reflexivo y tolerante, que contribuya a forjar una cultura ciudadana inspirada en valores éticos, democráticos, cívicos y de responsabilidad social. En este contexto, el propósito de nuestra carrera es formar ingenieras e ingenieros líderes del cambio tecnológico, capaces de aplicar herramientas y conocimientos de la informática a problemáticas y necesidades de la sociedad. La carrera de Ingeniería Civil en Computación e Informática de la Universidad de Atacama se destaca por entregar una formación orientada al uso de la ciencia para la innovación tecnológica, con el fin de contribuir a la mejora de calidad de vida de nuestra sociedad a través de la transformación digital. El Ingeniero/a Civil en Computación e Informática de la Universidad de Atacama es un profesional con alto compromiso con la calidad, y una disposición permanente por mantener vigentes sus conocimientos en tecnologías y gestión. Demuestra capacidad para aplicar el conocimiento innovadoramente en su formación y reconoce el emprendimiento. Para ello durante su formación, la ingeniera/o debe desarrollar competencias en distintos ámbitos de las ciencias, lo que le otorga el grado de Licenciado en Ciencias de la Ingeniería, dando cuenta que ha recibido una formación integral en Ciencias Básicas, en Ciencias de la Ingeniería, que le permite desarrollar pensamiento lógico-deductivo, capacidad analítica e innovadora, resolver problemas de ingeniería e integrar equipos, contribuyen a completar una formación profesional integral, la cual permite que el profesional comprenda los desafíos que le impone un mundo globalizado. Finalmente, nuestras ingenieras e ingenieros se destacan por ser un profesional responsable, proactivo y formado bajo los fundamentos éticos que sustentan la disciplina. La formación entrega al profesional las competencias para gestionar y desarrollar proyectos que involucran productos de software, inteligencia artificial, sistemas de información y análisis de datos que cumplen con los estándares de calidad para satisfacer los requerimientos del entorno. Entre otras cosas, este profesional estará capacitado para comunicarse a través del idioma inglés. Esta formación integral le proporciona la preparación suficiente para actualizar y profundizar sus conocimientos y continuar estudios conducentes a un título profesional y/o de postgrado en la misma disciplina u otra afín. Las áreas de desempeño que desarrollan nuestros profesionales en su proceso de enseñanza aprendizaje son: – Capacidad de aprender y actualizarse permanentemente – Capacidad de aplicar innovadoramente el conocimiento a la práctica – Capacidad de comunicación en un segundo idioma. – Compromiso con el desarrollo Sostenible El campo de acción profesional de nuestros profesionales es amplio y diverso, brindando oportunidades en áreas de ingeniería de software encargándose de desarrollar aplicaciones y sistemas informáticos, asegurando su eficiencia y calidad. Por otra parte, en el área de ciencia de datos tendrán habilidades de analizar grandes volúmenes de información para extraer conocimientos valiosos y tomar decisiones informadas. Y por último en el área de gestión informática se enfocan en administrar y optimizar los recursos tecnológicos de una organización. En conclusión estas áreas están en constante evolución ofreciendo un amplio abanico de oportunidades y desafíos para aquellos que se dedican a las Ciencias de la Computación.";"";"4306"
"Universidad de Aysen";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://uaysen.cl/departamentos/ciencias-naturales-y-tecnologia/ingenieria-civil-informatica/";"";"requests";"Los titulados y las tituladas de la carrera de Ingeniería Civil Informática de la Universidad de Aysén son profesionales que, a través de las Ciencias Básicas y de la Computación, son capaces de diseñar, implementar, desplegar y operar sistemas informáticos por medio de la aplicación de la Ingeniería de Software, la Ciencia de los Datos y la Gestión de la Información en organizaciones del sector público, del sector privado y del mundo científico. Tienen una formación centrada en el valor estratégico que poseen los datos, la información y el software en las organizaciones, a través de una visión integral del proceso de extracción de información desde datos complejos para resolver diversas necesidades, con pertinencia a los desafíos de acceso a la información que presentan los territorios de la región. Se destacan por su dominio en los fundamentos de la disciplina, los que logran aplicar al desarrollo y evaluación de soluciones computacionales, preocupándose de la eficiencia y la eficacia de las soluciones propuestas. Tienen capacidades de gestión de proyectos de software, liderando los equipos de trabajo involucrados en ellos y generando soluciones creativas basadas en Tecnologías de Información y Comunicaciones. Saben gestionar y aplicar técnicas de minería de datos para extraer información relevante desde datos de diversas características. Por último, su formación les permite proponer mecanismos que integren equipos, procesos, tecnologías y sistemas, orientando su funcionamiento al cumplimiento de los objetivos estratégicos definidos en las organizaciones en que se desenvuelve. Los profesionales de Ingeniería Civil Informática de la Universidad de Aysén se forman en un marco de compromiso con la realidad social, cultural y medioambiental de la región de Aysén. Poseen una sólida formación ética-profesional, orientada a reconocer y resguardar los asuntos de interés público cuyo enfoque sea la contribución y transformación de los territorios, tanto de la región y del país, y la capacidad de participar en proyectos multidisciplinarios, interactuando en forma efectiva y constructiva.";"";"2116"
"Universidad de Bernardo Ohiggins";"Universidad";"Ingenieria Informatica";"Profesional";"https://www.ubo.cl/facultades/facultad-de-ingenieria-ciencia-y-tecnologia/ingenieria-en-informatica/";".tab-content p";"requests";"El/la Ingeniero Informático de la Universidad Bernardo O'Higgins es un/a profesional que resuelve problemáticas y gestiona desafíos tecnológicos para la industria, organizaciones y emprendimientos, a través del análisis, diseño, desarrollo e implementación de soluciones informáticas eficientes e innovadoras en equipos multi e interdisciplinarios, generando valor en el contexto social y productivo sostenible. Se encuentra habilitado/a en los ámbitos: Gestiona y aplica la Ciberseguridad, Desarrolla Software Multidispositivos, Aplica Ciencia de los Datos e Implementa Proyectos con Componentes en Tecnologías de Información y Comunicaciones Emergentes (TIC's), como Internet de las Cosas (IoT), robótica e inteligencia artificial. El/la titulado/a de la Universidad Bernardo O'Higgins se distingue por ser un/a profesional crítico/a, reflexivo/a, con sentido de orden y constancia; preparado/a para enfrentarse a escenarios laborales complejos y resolver problemas propios del contexto, haciendo uso de su liderazgo y capacidad para trabajar colaborativamente. Con un marcado espíritu de servicio, observa la realidad circundante y pone a disposición sus conocimientos y habilidades para actuar responsablemente, contribuyendo a la transformación, progreso y desarrollo de la comunidad. Consciente de su libertad, se hace cargo de sus decisiones y enfrenta con compromiso ético los desafíos que se le presentan. Gestiona y aplica la Ciberseguridad: Es el ámbito en que gestiona amenazas y debilidades en los sistemas, las que suponen un riesgo a la información que es procesada, transportada y almacenada por los sistemas de información que se encuentran interconectados (ISACA). La ciberseguridad trabaja, robusteciendo sistemas resilientes, que sean capaces de reaccionar y actuar antes, durante y después de la materialización de una amenaza, para reducir los riesgos de exposición de datos sensibles de usuarios y de los sistemas. Desarrolla software multidispositivos: Es el ámbito orientado al desarrollo de software en los que utiliza un conjunto de herramientas (paquetes de software, entornos de trabajo, plataformas de hardware, sistemas operativos, variados dispositivos, lenguajes de programación) y metodologías adecuadas a cada contexto, aprovechando las características de estos elementos, asegurando rendimiento y nuevas capacidades. Aplica Ciencia de los Datos: Este ámbito se enmarca en involucrar métodos científicos, procesos y sistemas para extraer conocimiento o un mejor entendimiento de datos en sus diferentes formas, ya sea estructurados o no estructurados, lo cual es una continuación de algunos campos de análisis de datos como la estadística, la minería de datos, el aprendizaje automático y la analítica predictiva. Implementa Proyectos en Tecnologías de Información y Comunicaciones Emergentes: Este ámbito se orienta a desarrollar soluciones TIC que permitan crear, optimizar o actualizar procesos de negocio en organizaciones o emprendimientos, incorporando tecnologías emergentes para generar valor, eficiencia e innovación. Carla Angulo Larenas Directora de la Escuela de Ciencias Digitales y Tecnologías Avanzadas y Jefa de Carrera de Ingeniería en Informática, Analista de Sistemas, Magíster en Educación, mención Currículum y Evaluación, Máster Diseño Web Multidispositivo, diplomada en Tecnologías de la Educación para la modalidad no presencial y posee certificaciones internacionales en bases de datos y calidad de software. Actualmente, realiza un doctorado en Dirección de Proyectos de la Universidad UIIX de México. Ha integrado iniciativas en la empresa pública y privada, desempeñándose como ADB, desarrolladora y directora de proyectos de ingeniería de software bajo ambientes de tecnologías ágiles, asesorando en diferentes líneas de I+D+i en tecnologías, educación y como evaluadora de proyectos CORFO por más de 5 años. Ha formado profesionales en la industria de las tecnologías, avalada por una vasta trayectoria con más de 30 años, ocupando cargos de docencia y dirección de carreras de informática en pregrado en distintas instituciones de educación superior, y desempeñando el rol de coordinadora y directora del Magíster de Gestión de Proyectos en postgrado y coordinación de los programas y proyectos de Vinculación con el Medio para el mundo social y productivo en la UBO. Eder Patricio Moran Heredia Ingeniero de Sistemas por la Universidad Cesar Vallejo de Perú e Ingeniería en Tecnologías de la Información y Comunicaciones en la Universidad San Sebastián. Egresado del Magíster de Educación Superior en la Universidad Gabriela Mistral; Magíster en Seguridad de la Información y Ciberseguridad en UNIACC. Profesional con 20 años de experiencia en Tecnología de la información y 10 años de experiencia en la docencia superior. Con una especialización en Gobernanza, Gestión y Auditoría a la Ciberseguridad. Posee certificaciones internacionales de CCNA Instructor Cyber Ops (Cisco), Linux Essentials (LPI), ISO 31000 (PECB), Lead Cloud Security Manager (PECB), ISO 27032 (PECB), Cyber Security Foundation (CSFPC)–Certiprof, Lead Cybersecurity Professional Certificate LCSPC° (Certiprof), Microsoft Azure SC-900, entre otras. Mg. Enrique Gonzalo Pastene Aceituno Ingeniero Civil Electrónico, Universidad Técnica Federico Santa María y Magíster en Inteligencia Artificial, Universidad Adolfo Ibáñez. Cuento con más de 19 años de experiencia en gestión, implementación y consultoría de proyectos y servicios de tecnología de información (TI). Actualmente me desempeño como Delivery Manager en TCS (Tata Consultancy Services) y he trabajado en consultoras DMR Consulting, everis, NTT Data y Transtecnia. Profesor Asociado de pre y posgrado de la Universidad Bernardo O'Higgins; dictando las cátedras de Inteligencia Artificial Aplicada y Machine Learning (para posgrado); Sistemas Inteligentes y Optimización de Sistemas (para pregrado). En los últimos años ha participado en la definición, diseño e implementación de MVP, Demos de GenAI/AI para empresas en banca y ha realizado charlas/webinar (públicas y privadas) sobre IA, NLP y GenIA (Transformers), posicionándose como un referente en la materia. Dr. Luis Ramírez Donoso Ingeniero en Informática, PhD en Ciencias de la Ingeniería en el área de las Ciencias de la Computación, Magister en Ingeniería, MBA, Master Business Administrador Internacional, Doble Titulación, Comercio Internacional. Se ha desempeñado en diversos cargos directivos en instituciones de Educación Superior como Jefe de Departamento de Ciencias de la Ingeniería en la Universidad Católica, Director Académico de Postgrado para el programa de Magister y Diplomado Dirección y Evaluación de Proyectos Universidad Mayor, Sub-Director de Proyectos MOOC (Massive Open Online Course) en TELEDUC, Director de Escuela y Director de Carrera Nacional DUOC UC, entre otros. Con una trayectoria como docente de más de 15 años en donde ha impartido diferentes cátedras de la especialidad de la Ingeniería en Informática, tanto en pre como postgrado y como doctor en Ciencias de la Ingeniería en al área de la Ciencia de la Computación desarrolla la Línea de investigación asociada a la Innovación Tecnológica en la Educación Superior. En el mundo privado se desempeña haciendo asesorías y liderando proyectos como Strategy Account Manager, Strategy Consultant, Technological Account Delivery Manager, Gerente de Consultoría para Chile, México y Perú, Jefede Innovacióny TransformaciónDigital, Gerente de Tecnologías de Integración y Productos. Dr. Eliecer Ramón Peña Ancavil Ingeniero CIvil Telemático e Ingeniero en telecomunicaciones, Dr en Ingeniería Eléctrica, Telecomunicaciones, magíster en Ciencias en Tecnologías, Sistemas y Redes de Comunicaciones de la Universidad de Valparaíso. Se desempeña como docente universitario e investigador postdoctoral con amplia experiencia en análisis de datos, inteligencia artificial y tecnologías educativas. Ha liderado proyectos relacionados con el procesamiento automatizado de datos sísmicos, innovación tecnopedagógica y analítica del aprendizaje. Como docente, ha impartido clases en diversas universidades e Institutos profesionales como Universidad Bernardo O'Higgins, Universidad Santo Tomas, Universidad de Chile, Duoc UC, y Desafio Latam, abarcando áreas desde Estadística hasta SQL y data mining. Como consultor BI, ha implementado soluciones estratégicas para la visualización de datos. Posee un doctorado en ingeniería eléctrica y destaca por su capacidad para transformar conceptos técnicos complejos en soluciones prácticas aplicables en contextos académicos y empresariales.";"";"8609"
"Universidad de Chile";"Universidad";"Ingeniería Civil en Computación";"Profesional";"https://admisionuchile.cl/career/ingenieria-civil-en-computacion/";"-";"requests";"Admisión regular Admisión especial Malla curricular Acreditación y aranceles Campus Admisión regular Código Demre 11045 Vacantes ingreso regular 710 Puntajes de corte 2026 Último/a seleccionado/a: 833,85 Último/a matriculado/a: 832,4 Puntaje ponderado mínimo de postulación 458 Duración de la carrera 11 semestres académicos Admisión especial Vacantes ingresos especiales BEA: 55 SIPEE: 25 PACE: 2 Estudios en el extranjero 5 Deportistas destacados 15 Pueblos indígenas 30 Estudiantes en situación de discapacidad 2 Más Mujeres Científicas (+MC) 85 Cupos Explora-UNESCO 3 Programa de Ingreso Prioritario de Establecimientos Públicos 20 Malla curricular Descargar Malla Acreditación y aranceles Valor de aranceles 2026 para estudiantes nuevos Matrícula $217.600 Arancel anual 2026 $8.695.300 Campus Dirección Av. Beauchef 850, Santiago Contacto (+56) 2 2978 4417 Correo [email protected] Sitio web www.dcc.uchile.cl Powered by how to embed google maps generator and Garo Entity";"";"976"
"Universidad de Concepcion";"Universidad";"Ingenieria Civil Informatica";"Profesional";"https://admision.udec.cl/ingenieria-civil-informatica/";".fusion-builder-column-0";"requests";"Facultad de Ingeniería Ingeniería Civil Informática Las/los Ingenieros/as Civiles Informáticos/as de la Universidad de Concepción son profesionales calificados para identificar, abordar y solucionar problemas que requieren procesamiento automático de información. Han sido formados para aplicar principios de matemáticas, ciencias de la ingeniería y de la computación. Están capacitados/as para identificar necesidades de usuarios, a partir de las cuales formulan y diseñan soluciones informáticas que las satisfagan. Pueden analizar e interpretar grandes volúmenes de datos que describen sistemas, así como también, diseñar experimentos para evaluar, caracterizar y modelar sistemas informáticos complejos. Están preparados/as para trabajar en equipo, para comunicarse y desenvolverse con responsabilidad profesional y ética en un contexto global, económico y social. Son profesionales capaces de adaptarse a la dinámica que caracteriza la evolución teórica y tecnológica de la disciplina, estimulados por un proceso de auto-aprendizaje continuo.";"";"1047"
"Universidad de Los Lagos";"Universidad";"Ingeniería en Informática para Técnicos de Nivel Superior";"Profesional";"https://admision.ulagos.cl/sin-licenciatura/ingenieria-en-informatica-para-tecnicos-de-nivel-superior/";"h2, p";"selenium";"Ingeniería en Informática para Técnicos de Nivel Superior El egresado (a) de la carrera de Ingeniería en Informática de la Universidad de Los Lagos posee las competencias que lo habilitan para identificar, analizar e implementar soluciones relacionadas con el manejo de información aplicando las tecnologías de información emergente. Este profesional es capaz de integrar y liderar equipos de trabajo interdisciplinarios, para formular, monitorear y evaluar pruebas de calidad; para aplicar las ciencias básicas y utilización de sistemas de información así como como tecnología de la información en el diseño de alternativas de solución. El Ingeniero Informático contará con un sólido compromiso ético y moral, enmarcado en el bien común, en el respeto al medio ambiente y la responsabilidad social, bases del espíritu innovador del desarrollo sustentable. Título Profesional Ingeniero(a) en Informática Campus Osorno, Puerto Montt, Sede Chiloé Duración 5 Semestres Vacantes No disponible Admisión 2025 Osorno / 25 Puerto Montt / 25 Chiloé Nivel formativo Carrera Profesional sin Licenciatura (PSL) Jornada Vespertina - Presencial Aranceles Matrícula Gratis (Valor Año 2026) Arancel Anual Osorno $2.841.000 Arancel Anual Puerto Montt $2.841.000 Arancel Anual Chiloé $2.841.000 Malla Curricular Ingeniería en Informática para Técnicos de Nivel Superior Título Profesional Ingeniero(a) en Informática Campus Osorno, Puerto Montt, Sede Chiloé Duración 5 Semestres Vacantes No disponible Admisión 2025 Osorno / 25 Puerto Montt / 25 Chiloé Nivel formativo Carrera Profesional sin Licenciatura (PSL) Jornada Vespertina - Presencial Aranceles Matrícula Gratis (Valor Año 2026) Arancel Anual Osorno $2.841.000 Arancel Anual Puerto Montt $2.841.000 Arancel Anual Chiloé $2.841.000 Malla Curricular CAMPUS Y SEDES Campus Osorno Avda. Fuchslocher 1305, Osorno. Campus Puerto Montt Camino a Chinquihue km.6, Puerto Montt. Sede Chiloé Ubaldo Mansilla Barrientos 131, Castro. Sede Santiago República 517, Santiago. Déjanos tu teléfono y te llamamos";"";"2034"
"Universidad de Magallanes";"Universidad";"Ingenieria Civil en Computacion e Informatica";"Profesional";"https://admision.umag.cl/?page_id=27";".elementor-element-516655f";"requests";"Perfil de Egreso Campo Ocupacional El/la Ingeniero/a Civil en Computación e Informática de la Universidad de Magallanes , es un/a profesional competente para realizar acciones de implementación y administración de proyectos relacionados con programas informáticos, redes de computadores o TIC; asumiendo las jefaturas de departamentos o las gerencias informáticas de dichas organizaciones y evidenciando las competencias sello de la Universidad. En lo fundamental, sobre la base de los conocimientos adquiridos y de la experiencia que progresivamente alcance, es capaz de utilizar las Competencias Genéricas y Específicas desarrolladas en su trayectoria formativa para construir otros conocimientos y emplear las nuevas Tecnologías de Información y Comunicación. El campo ocupacional de este/a profesional abarca desde ser parte de un departamento de informática hasta la jefatura de dicho departamento, en las empresas y organizaciones de cualquier tipo. También puede desempeñarse de manera independiente como prestador de servicios especializados a empresas, y en general puede integrar grupos de trabajo dedicados al desarrollo de sistemas de información, y proyectos de ingeniería en software y hardware. (*) El Plan de estudios tiene una duración de 12 semestres, incluyendo el Programa de Ingeniería Civil Plan Común. (**) Esta carrera otorga las siguientes certificaciones junto con el título profesional. Certificación Cisco-UMAG (Estudiantes desde el año 2015 en adelante). Especialista en Configuración y Mantención de Redes de Computadores. Analista de Sistemas Informáticos. Especialista en Gestión de Proyectos Informáticos. Programador en Bases de Datos en la Web.";"";"1679"
"Universidad de Magallanes";"Universidad";"Ingenieria en Computacion e Informatica";"Profesional";"https://admision.umag.cl/?page_id=35";"#nav-perfil p";"requests";"El/la Ingeniero/a de la Universidad de Magallanes, en cualquiera de sus cuatro especialidades, es un/a profesional competente con sólidos conocimientos teóricos y prácticos que le permiten desempeñarse en la supervisión, operación, implementación, implantación y mantenimiento de componentes, equipos, procesos y sistemas relacionados a sus respectivas especialidades, en forma eficiente y tomando en consideración factores éticos, sociales y ambientales. Su preparación le permite adaptarse a tecnologías emergentes, así como también a desarrollarse en distintas áreas de su especialidad, constituyéndose en un aporte fundamental a la sociedad.";"";"645"
"Universidad de Ohiggins";"Universidad";"Ingenieria Civil en Computacion";"Profesional";"https://www.uoh.cl/escuela-de-ingenieria/carreras/ingenieria-civil-en-computacion/";"";"requests";"El/la Ingeniero/a Civil en Computación es un/a profesional que concibe, diseña, construye, mantiene, opera, evalúa e integra soluciones computacionales. Demuestra capacidad de emprendimiento, de invención e innovación. Tiene habilidades de liderazgo, habilidades de comunicación y un alto compromiso social, entre otras. Los ámbitos que desarrolla la carrera son: Fundamentos de la Computación Ingeniería de Datos Ingeniería de Software Infraestructura de la Computación Ciencia e Ingeniería Computacional";"";"505"
"Universidad de Playa Ancha";"Universidad";"Ingenieria Civil en Informatica";"Profesional";"https://www.upla.cl/admision/carreras-profesionales/facultad-de-ingenieria/ingenieria-civil-informatica/";"";"requests";"Trabaja en empresas de diversa índole, que requieran de su capacidad de innovación, creación, sentido ético y de resolución de problemas en el campo de las Ciencias Informáticas.";"";"178"
"Universidad de Santiago de Chile";"Universidad";"Ingeniería de Ejecución en Computación e Informática";"Profesional";"https://admision.usach.cl/carreras/ingenieria-de-ejecucion-en-computacion-e-informatica";"";"requests";"El/la Ingeniero/a de Ejecución en Computación e Informática es un/a profesional capaz de diagnosticar y resolver problemas de ingeniería informática, colaborando en la ejecución de proyectos y en la gestión de equipos de trabajo. Por lo tanto, tiene la capacidad para modelar procesos y datos, diseñar e implementar sistemas de información y administrar proyectos de software. Aplica criterios de calidad, eficiencia, innovación, responsabilidad y ética en su quehacer profesional.";"";"481"
"Universidad de Santiago de Chile";"Universidad";"Ingeniería Civil en Informática";"Profesional";"https://www.admision.usach.cl/carreras/ingenieria-civil-en-informatica";"";"requests";"Desarrollarás soluciones informáticas que permitan responder de manera efectiva a necesidades humanas y organizacionales, con un enfoque empático y sistémico, considerando posibilidades de mejora de los procesos asociados y mitigación del impacto en el contexto de aplicación, aplicando criterios de calidad y responsabilidad profesional. Construirás abstracciones de fenómenos del mundo real, transformando datos en información útil, que contribuyan a la gestión y toma de decisión de la organización, resguardando la calidad del proceso, privacidad, veracidad y buen uso de la información. Gestionarás la implementación y operación de TICs de acuerdo a los objetivos estratégicos de personas y organizaciones, colaborando como miembro o líder de equipos de trabajo, tomando decisiones basadas en conocimiento disciplinar y los avances en las tecnologías de información y comunicación, aplicando criterios de calidad, sostenibilidad y éticos. Innovarás en el desarrollo y aplicación de las tecnologías de información y comunicación, con valor social y económico, que conduzcan a iniciativas de emprendimiento, considerando aspectos éticos y de sostenibilidad.";"";"1160"
"Universidad de Talca";"Universidad";"Ingeniería en Informática Empresarial";"Profesional";"https://admision.utalca.cl/carreras/ingenieria-en-informatica-empresarial/";".elementor-widget-container p";"requests";"La formación del Ingeniero/a en Informática Empresarial tiene como propósito desarrollar profesionales capaces de integrar la gestión y las tecnologías para dar respuesta efectiva y sostenible a los desafíos que enfrentan las organizaciones en la sociedad actual. Esta formación se enfoca en vincular la gestión y las tecnologías para evaluar, diseñar y construir sistemas de negocios que generen valor en organizaciones públicas y privadas. Se busca que las y los estudiantes apliquen el pensamiento crítico en el desarrollo de soluciones innovadoras con base tecnológica y una mirada sistémica, trabajando de manera colaborativa e interdisciplinaria. El proceso formativo fomenta el liderazgo participativo y el respeto de principios éticos. El/la Ingeniero/a en Informática Empresarial es un/a profesional con competencias en gestión empresarial y tecnologías de la información. Su formación, predominantemente aplicada a problemas reales, le habilita a enfrentar desafíos en todos los niveles organizacionales utilizando la informática empresarial. Es capaz de crear valor e innovar mediante la mejora de procesos, la implementación de sistemas de información y la generación de información para la toma de decisiones en las organizaciones públicas o privadas. En su actuar como profesional considera la responsabilidad social, la sostenibilidad y la ética en un entorno globalizado y competitivo. ¿Te imaginas crear la próxima aplicación que revolucione los negocios? ¿O diseñar sistemas que hagan el trabajo más fácil e inteligente? La Ingeniería en Informática Empresarial es eso y mucho más. Es la carrera donde la tecnología y la estrategia de negocio se unen para crear el futuro. Desde el primer día, no solo aprenderás a programar; te sumergirás en el mundo de los negocios para entender cómo funcionan las empresas por dentro. Descubrirás cómo las herramientas digitales pueden transformar cualquier proceso, haciéndolo más rápido, innovador y eficiente. Nuestro plan de estudio es único: combinando lo mejor de la tecnología, los negocios y el poder de la información. Aprenderás a analizar procesos organizacionales y a diseñar soluciones que generen valor real. Pero aquí no solo se aprende en la sala de clases: vivirás la profesión a través de tres prácticas profesionales. Estas experiencias te permitirán aplicar lo aprendido en empresas reales, ganar confianza y construir un perfil profesional sólido mucho antes de graduarte. Esta carrera te convertirá en un profesional clave, experto en transformar datos en información poderosa para tomar decisiones estratégicas. Te preparamos para un mercado laboral que evoluciona rápido, dándote las herramientas no solo para adaptarte, sino para liderar el cambio e impulsar la innovación en cualquier organización. Y lo más importante: lo hacemos con un sólido compromiso ético. Formamos profesionales que no solo piensan en el qué, sino en el para qué, integrando la responsabilidad social y la sostenibilidad en el corazón de cada solución tecnológica que desarrollen. NEM: 20% Ranking: 30% Comprensión Lectora: 10% Matemática 1: 25% Historia y Cs. Sociales: – Historia y Cs Sociales o Ciencias: 10% Matemática 2: 5% Primer Seleccionado 2025: 913,6 Último Seleccionado 2025: 598,3 55 $ 272.000 Deciles 1 a 6: Gratuidad Decil 7: $ 5.313.000 Decil 8 y 9: $ 5.313.000 Decil 10: $ 5.529.000 Deciles según situación socioeconómica determinada a través del instrumento de acreditación socioeconómica validado por MINEDUC. **Los aranceles correspondientes al proceso de Admisión 2026 serán actualizados y publicados en el mes de noviembre 2025. Campus Lircay Av. Lircay s/n, Talca, Maule Teléfono: 71-2200315, Anexo 2315 1. Comunicar discursos de manera efectiva en entornos profesionales y culturales diversos para favorecer la comprensión, interpretación, argumentación y la toma de decisiones. 2. Actuar con integridad y responsabilidad social en contextos profesionales y ciudadanos para contribuir al desarrollo sostenible y al bienestar de la sociedad. 3. Demostrar habilidades de emprendimiento, creación e innovación en contextos profesionales, para favorecer la detección de oportunidades y la solución de necesidades. 4. Implementar sistemas de información en organizaciones públicas o privadas para dar respuesta a sus desafíos. 5. Aplicar modelos de gestión y tecnologías de la información en organizaciones públicas o privadas para mejorar procesos de negocios. 6. Generar información en entornos organizacionales para apoyar la toma de decisiones. Los módulos contemplan los requisitos establecidos en la resolución respectiva. Malla sujeta a modificaciones. Copyright © 2024 Universidad de Talca All donations to the Student Emergency Fund will directly support our students as they adapt to changing circumstances. Everything that I learned at Kempbelle University really helped put me above the competition in the field of business management. Alyssa Watson BA Business Management";"";"4957"
"Universidad de Talca";"Universidad";"Ingeniería Civil en Computación";"Profesional";"https://admision.utalca.cl/carreras/ingenieria-civil-en-computacion/";"-";"requests";"Quienes egresan de la carrera de Ingeniería Civil en Computación de la Universidad de Talca son profesionales integrales, con enfoque en el área de la informática, capaces de idear, diseñar, desarrollar y desplegar soluciones de software innovadoras, considerando aspectos técnicos, económicos, sociales y/o ambientales. Gracias a su base formativa en ciencias básicas y de la ingeniería, poseen una visión integral de los sistemas computacionales y la capacidad de resolver problemas desafiantes, de manera profesional, con sentido ético y de responsabilidad social. Así mismo, la formación en emprendimiento les permite identificar oportunidades de negocio en el sector tecnológico y desarrollar proyectos propios. Además, cuentan con habilidades de comunicación y liderazgo que le permiten trabajar colaborativamente en equipos multi e interdisciplinarios y adaptarse a entornos profesionales en constante evolución.";"";"919"
"Universidad de Valparaíso";"Universidad";"Ingeniería Civil en Informática";"Profesional";"https://admision.uv.cl/carreras/ingenieria-civil-informatica";".uk-panel p";"requests";"El Ingeniero Civil Informático de la Universidad de Valparaíso posee sólidos conocimientos en ciencias básicas, de la ingeniería y de la informática, caracterizándose como un profesional integrador de Tecnologías de la Información y Comunicación (TIC), con una perspectiva sistémica amplia. Entre sus competencias se encuentran analizar, modelar y extraer conocimientos de grandes volúmenes de datos; evaluar, gestionar, desarrollar e implantar soluciones eficientes de software; y diseñar e implementar sistemas de redes y telecomunicaciones. Esto le permite generar soluciones que integran información, software y hardware en diversos niveles organizacionales. Además, tiene conocimientos en economía y evaluación de proyectos, facilitándole la formulación de proyectos informáticos y la generación de emprendimientos basados en innovación tecnológica. Posee la capacidad de trabajar en equipos multidisciplinarios, resolver problemas con énfasis en la eficiencia y optimización, y generar soluciones innovadoras. También es capaz de pensar de manera crítica, comunicarse efectivamente en forma oral y escrita, aprender de forma autónoma y continua, y desempeñarse profesionalmente en forma ética y valórica. Deciles 7-9: $4.609.882 Decil 10: $5.289.000 Se parte de la revolución tecnológica";"";"1293"
