condicion,fold,feature,idf
Original,1,perfil egreso,2.3652409519220585
Original,1,permanente,2.4522523289116878
Original,1,permitan,2.6529230243738393
Original,1,permite,2.142097400607849
Original,1,personas,2.3652409519220585
Original,1,plan,3.0583881324820035
Original,1,planificación,3.2407096892759584
Original,1,planificar,2.7707060600302227
Original,1,plataformas,2.904237452654745
Original,1,podrá,3.2407096892759584
Original,1,posee,2.0775588794702773
Original,1,principios,2.6529230243738393
Original,1,privadas,3.0583881324820035
Original,1,privado,2.904237452654745
Original,1,problemas,1.7591051483517428
Original,1,problemas complejos,2.7707060600302227
Original,1,problemáticas,2.904237452654745
Original,1,procesos,1.8544153281560676
Original,1,productivo,3.2407096892759584
Original,1,productos,2.3652409519220585
Original,1,profesional,1.2666286632539485
Original,1,profesional capaz,3.0583881324820035
Original,1,profesional ingeniero,3.2407096892759584
Original,1,profesional integral,3.0583881324820035
Original,1,profesionales,1.959775843813894
Original,1,profesionales capaces,3.2407096892759584
Original,1,profesión,3.0583881324820035
Original,1,programa,2.3652409519220585
Original,1,propios,2.904237452654745
Original,1,proyectos,1.2666286632539485
Original,1,proyectos informáticos,2.4522523289116878
Original,1,proyectos ingeniería,3.0583881324820035
Original,1,proyectos tecnologías,3.2407096892759584
Original,1,proyectos tecnológicos,2.904237452654745
Original,1,prácticas,3.0583881324820035
Original,1,puede,2.904237452654745
Original,1,públicas,3.0583881324820035
Original,1,públicas privadas,3.0583881324820035
Original,1,público,3.0583881324820035
Original,1,quehacer,2.7707060600302227
Original,1,quehacer profesional,3.0583881324820035
Original,1,reconoce,3.2407096892759584
Original,1,recursos,2.4522523289116878
Original,1,redes,2.547562508716013
Original,1,región,3.0583881324820035
Original,1,requerimientos,3.0583881324820035
Original,1,resolución,3.0583881324820035
Original,1,resolución problemas,3.2407096892759584
Original,1,resolver,1.9057086225436182
Original,1,resolver problemas,2.142097400607849
Original,1,respeto,3.0583881324820035
Original,1,responsabilidad,2.0169342576538423
Original,1,responsabilidad social,2.285198244248522
Original,1,responsable,2.904237452654745
Original,1,riesgos,3.0583881324820035
Original,1,rol,3.463853240590168
Original,1,santiago,3.0583881324820035
Original,1,sector,2.6529230243738393
Original,1,sector público,3.2407096892759584
Original,1,sede,3.463853240590168
Original,1,seguridad,2.2110902720948
Original,1,según,3.0583881324820035
Original,1,sello,2.904237452654745
Original,1,semestres,3.0583881324820035
Original,1,sentido,2.6529230243738393
Original,1,servicios,2.142097400607849
Original,1,siendo,2.904237452654745
Original,1,siendo capaz,3.0583881324820035
Original,1,sistemas,1.3844116989103321
Original,1,sistemas computacionales,3.0583881324820035
Original,1,sistemas información,2.285198244248522
Original,1,sistemas informáticos,2.3652409519220585
Original,1,social,1.672093771362113
Original,1,sociales,2.904237452654745
Original,1,sociedad,2.547562508716013
Original,1,software,1.4828517717235845
Original,1,soluciones,1.4828517717235845
Original,1,soluciones informáticas,2.7707060600302227
Original,1,soluciones innovadoras,3.0583881324820035
Original,1,soluciones tecnológicas,2.547562508716013
Original,1,sostenible,2.547562508716013
Original,1,superior,3.463853240590168
Original,1,sustentable,3.0583881324820035
Original,1,sólida,2.3652409519220585
Original,1,sólida formación,2.4522523289116878
Original,1,sólidos,3.0583881324820035
Original,1,tecnología,2.6529230243738393
Original,1,tecnologías,1.2666286632539485
Original,1,tecnologías información,1.5179430915348546
Original,1,tecnológica,2.285198244248522
Original,1,tecnológicas,2.2110902720948
Original,1,tecnológico,2.904237452654745
Original,1,tecnológicos,2.142097400607849
Original,1,telecomunicaciones,3.2407096892759584
Original,1,tic,2.6529230243738393
Original,1,toma,2.6529230243738393
Original,1,toma decisiones,2.6529230243738393
Original,1,trabajar,2.6529230243738393
Original,1,trabajo,1.6312717768418579
Original,1,trabajo equipo,2.904237452654745
Original,1,transformación,2.4522523289116878
Original,1,transformación digital,2.904237452654745
Original,1,través,2.142097400607849
Original,1,trayectoria,3.0583881324820035
Original,1,técnicas,2.7707060600302227
Original,1,técnico,3.463853240590168
Original,1,técnicos,2.904237452654745
Original,1,título,3.0583881324820035
Original,1,título profesional,3.2407096892759584
Original,1,universidad,1.5179430915348546
Original,1,universidad católica,2.904237452654745
Original,1,uso,2.3652409519220585
Original,1,utilizando,3.0583881324820035
Original,1,utilizando herramientas,3.463853240590168
Original,1,valor,2.3652409519220585
Original,1,vanguardia,3.463853240590168
Original,1,vida,2.904237452654745
Original,1,vigente,3.2407096892759584
Original,1,visión,2.547562508716013
Original,1,ámbito,2.3652409519220585
Original,1,ámbitos,3.0583881324820035
Original,1,área,2.547562508716013
Original,1,áreas,2.3652409519220585
Original,1,énfasis,3.463853240590168
Original,1,ética,2.142097400607849
Original,1,ético,2.6529230243738393
Original,1,éticos,2.7707060600302227
Original,2,000,3.4849066497880004
Original,2,000 arancel,3.772588722239781
Original,2,10,3.0794415416798357
Original,2,2026,3.4849066497880004
Original,2,25,3.4849066497880004
Original,2,académico,3.0794415416798357
Original,2,acuerdo,2.9252908618525773
Original,2,además,2.386294361119891
Original,2,admisión,3.4849066497880004
Original,2,alto,2.9252908618525773
Original,2,analizar,2.5686159179138452
Original,2,analítica,2.9252908618525773
Original,2,anual,3.772588722239781
Original,2,análisis,2.791759469228055
Original,2,aplicaciones,3.0794415416798357
Original,2,aplicada,2.6739764335716716
Original,2,aplicando,2.791759469228055
Original,2,aplicar,2.47330573810952
Original,2,aprendizaje,2.47330573810952
Original,2,arancel,3.4849066497880004
Original,2,arancel anual,3.772588722239781
Original,2,aranceles,3.4849066497880004
Original,2,artificial,2.6739764335716716
Original,2,as,3.4849066497880004
Original,2,así,2.386294361119891
Original,2,autónoma,2.791759469228055
Original,2,año,3.4849066497880004
Original,2,basadas,3.0794415416798357
Original,2,base,2.9252908618525773
Original,2,bases,2.6739764335716716
Original,2,bases datos,2.791759469228055
Original,2,bien,2.791759469228055
Original,2,bien común,2.791759469228055
Original,2,buenas,3.4849066497880004
Original,2,buenas prácticas,3.4849066497880004
Original,2,básicas,2.163150809805681
Original,2,básicas ciencias,2.791759469228055
Original,2,calidad,2.09861228866811
Original,2,calidad seguridad,3.2617630984737906
Original,2,campo,2.791759469228055
Original,2,campus,3.4849066497880004
Original,2,capaces,2.386294361119891
Original,2,capacidad,1.826678573184468
Original,2,capacidades,3.4849066497880004
Original,2,capacitado,2.5686159179138452
Original,2,capaz,2.2321436812926323
Original,2,carrera,1.7357067949787413
Original,2,carrera ingeniería,2.386294361119891
Original,2,católica,3.0794415416798357
Original,2,chile,3.0794415416798357
Original,2,ciclo,3.2617630984737906
Original,2,ciclo vida,3.4849066497880004
Original,2,ciencia,2.6739764335716716
Original,2,ciencias,1.7357067949787413
Original,2,ciencias básicas,2.163150809805681
Original,2,ciencias ingeniería,2.3062516534463544
Original,2,civil,1.826678573184468
Original,2,civil computación,2.9252908618525773
Original,2,civil informática,2.386294361119891
Original,2,colaborativamente,3.2617630984737906
Original,2,colaborativo,3.2617630984737906
Original,2,competencias,1.9267620317414504
Original,2,complejos,2.386294361119891
Original,2,comprometido,3.4849066497880004
Original,2,compromiso,2.3062516534463544
Original,2,compromiso ético,3.4849066497880004
Original,2,computacionales,2.386294361119891
Original,2,computación,2.3062516534463544
Original,2,computación informática,2.9252908618525773
Original,2,comunicaciones,3.0794415416798357
Original,2,comunicación,1.9267620317414504
Original,2,comunicación efectiva,2.9252908618525773
Original,2,comunicación tic,3.2617630984737906
Original,2,comunicarse,3.0794415416798357
Original,2,común,2.791759469228055
Original,2,concepción,3.2617630984737906
Original,2,conocimiento,2.791759469228055
Original,2,conocimientos,1.826678573184468
Original,2,conocimientos ciencias,3.2617630984737906
Original,2,considerando,2.791759469228055
Original,2,constante,3.0794415416798357
Original,2,construir,3.0794415416798357
Original,2,consultor,3.0794415416798357
Original,2,contexto,2.791759469228055
Original,2,contextos,2.3062516534463544
Original,2,continua,2.9252908618525773
Original,2,contribuir,3.2617630984737906
Original,2,creación,3.0794415416798357
Original,2,cristiana,3.0794415416798357
Original,2,criterios,3.2617630984737906
Original,2,crítica,3.2617630984737906
Original,2,crítico,2.6739764335716716
Original,2,cuenta,3.0794415416798357
Original,2,cultura,3.2617630984737906
Original,2,curricular,3.4849066497880004
Original,2,datos,1.613104472886409
Original,2,datos sistemas,3.4849066497880004
Original,2,decil,3.772588722239781
Original,2,decisiones,2.47330573810952
Original,2,desafíos,3.0794415416798357
Original,2,desarrolla,2.5686159179138452
Original,2,desarrollar,1.826678573184468
Original,2,desarrollar proyectos,3.0794415416798357
Original,2,desarrollar soluciones,3.0794415416798357
Original,2,desarrollo,1.538996500732687
Original,2,desarrollo software,2.9252908618525773
Original,2,desarrollo sostenible,3.2617630984737906
Original,2,desempeñarse,2.386294361119891
Original,2,desempeño,2.791759469228055
Original,2,desenvolverse,3.0794415416798357
Original,2,destacan,3.0794415416798357
Original,2,digital,2.47330573810952
Original,2,digitales,2.6739764335716716
Original,2,disciplina,3.4849066497880004
Original,2,disciplinar,3.0794415416798357
Original,2,disciplinares,3.2617630984737906
Original,2,diseña,3.0794415416798357
Original,2,diseñar,1.9808292530117262
Original,2,diseñar desarrollar,2.9252908618525773
Original,2,diseñar implementar,2.791759469228055
Original,2,diseño,2.2321436812926323
Original,2,distintas,3.2617630984737906
Original,2,distintos,2.791759469228055
Original,2,diversa,3.2617630984737906
Original,2,diversas,2.9252908618525773
Original,2,diversidad,2.791759469228055
Original,2,diversos,2.5686159179138452
Original,2,duración,3.2617630984737906
Original,2,efectiva,2.5686159179138452
Original,2,eficiencia,2.3062516534463544
Original,2,eficientes,2.9252908618525773
Original,2,egresado,2.47330573810952
Original,2,egreso,2.3062516534463544
Original,2,ejecución,3.2617630984737906
Original,2,ejercicio,3.0794415416798357
Original,2,ello,3.0794415416798357
Original,2,emergentes,3.0794415416798357
Original,2,emprendimiento,2.9252908618525773
Original,2,empresarial,3.2617630984737906
Original,2,empresas,2.9252908618525773
Original,2,enfoque,2.9252908618525773
Original,2,entorno,3.0794415416798357
Original,2,equipo,2.9252908618525773
Original,2,equipos,1.7357067949787413
Original,2,equipos multidisciplinarios,2.2321436812926323
Original,2,equipos trabajo,2.9252908618525773
Original,2,especialidad,3.772588722239781
Original,2,estrategias,3.4849066497880004
Original,2,estudiantes,3.772588722239781
Original,2,está,3.2617630984737906
Original,2,estándares,2.47330573810952
Original,2,estándares calidad,3.0794415416798357
Original,2,evaluación,2.791759469228055
Original,2,evaluando,3.2617630984737906
Original,2,evaluar,2.6739764335716716
Original,2,evolución,2.791759469228055
Original,2,fin,3.0794415416798357
Original,2,forma,2.037987666851675
Original,2,formación,1.7357067949787413
Original,2,formación integral,3.2617630984737906
Original,2,formar,2.791759469228055
Original,2,formar profesionales,3.772588722239781
Original,2,formativo,3.4849066497880004
Original,2,formular,3.2617630984737906
Original,2,fundamentos,3.0794415416798357
Original,2,generación,3.0794415416798357
Original,2,generar,2.791759469228055
Original,2,generar soluciones,2.9252908618525773
Original,2,gestiona,3.2617630984737906
Original,2,gestionar,1.9808292530117262
Original,2,gestionar desarrollar,3.2617630984737906
Original,2,gestionar proyectos,2.791759469228055
Original,2,gestión,1.9267620317414504
Original,2,gestión informática,3.2617630984737906
Original,2,gestión proyectos,2.9252908618525773
Original,2,global,2.9252908618525773
Original,2,grandes,3.2617630984737906
Original,2,grandes volúmenes,3.2617630984737906
Original,2,habilidades,2.47330573810952
Original,2,hardware,3.2617630984737906
Original,2,herramientas,2.386294361119891
Original,2,herramientas tecnológicas,3.2617630984737906
Original,2,humana,3.2617630984737906
Original,2,humanos,3.0794415416798357
Original,2,identificar,2.791759469228055
Original,2,idioma,3.0794415416798357
Original,2,idioma inglés,3.0794415416798357
Original,2,impacto,3.2617630984737906
Original,2,implementa,3.4849066497880004
Original,2,implementación,3.0794415416798357
Original,2,implementar,2.2321436812926323
Original,2,inclusión,3.2617630984737906
Original,2,incorporando,3.2617630984737906
Original,2,industria,2.9252908618525773
Original,2,industrial,3.4849066497880004
Original,2,información,1.3448404862917296
Original,2,información comunicaciones,3.2617630984737906
Original,2,información comunicación,2.791759469228055
Original,2,informática,1.1823215567939547
Original,2,informática egresado,3.2617630984737906
Original,2,informática innovación,3.772588722239781
Original,2,informática instituto,3.2617630984737906
Original,2,informática universidad,2.3062516534463544
Original,2,informáticas,2.6739764335716716
Original,2,informático,2.9252908618525773
Original,2,informáticos,1.613104472886409
Original,2,ingeniera,3.0794415416798357
Original,2,ingeniero,1.503905180921417
Original,2,ingeniero civil,2.386294361119891
Original,2,ingeniero ejecución,3.2617630984737906
Original,2,ingeniero informática,2.5686159179138452
Original,2,ingenieros,2.9252908618525773
Original,2,ingeniería,1.1823215567939547
Original,2,ingeniería civil,2.386294361119891
Original,2,ingeniería informática,2.037987666851675
Original,2,ingeniería ingeniería,3.0794415416798357
Original,2,ingeniería software,2.47330573810952
Original,2,inglés,2.791759469228055
Original,2,innovación,2.037987666851675
Original,2,innovadoras,2.163150809805681
Original,2,instituciones,3.0794415416798357
Original,2,instituciones públicas,3.2617630984737906
Original,2,instituto,2.9252908618525773
Original,2,instituto profesional,3.2617630984737906
Original,2,integración,3.2617630984737906
Original,2,integral,2.5686159179138452
Original,2,integrales,3.0794415416798357
Original,2,integrar,2.791759469228055
Original,2,inteligencia,2.47330573810952
Original,2,inteligencia artificial,2.6739764335716716
Original,2,interdisciplinarios,3.2617630984737906
Original,2,investigación,3.0794415416798357
Original,2,laboral,3.0794415416798357
Original,2,lenguajes,3.2617630984737906
Original,2,lenguajes programación,3.2617630984737906
Original,2,lidera,3.4849066497880004
Original,2,liderando,3.772588722239781
Original,2,liderar,2.386294361119891
Original,2,liderar equipos,2.791759469228055
Original,2,liderazgo,2.6739764335716716
Original,2,malla,3.2617630984737906
Original,2,malla curricular,3.772588722239781
Original,2,manejo,3.2617630984737906
Original,2,manera,2.386294361119891
Original,2,mantención,3.2617630984737906
Original,2,marco,3.2617630984737906
Original,2,marcos,3.772588722239781
Original,2,matrícula,3.4849066497880004
Original,2,mediante,2.6739764335716716
Original,2,mediante uso,3.2617630984737906
Original,2,medio,2.9252908618525773
Original,2,mejora,2.6739764335716716
Original,2,mercado,3.2617630984737906
Original,2,metodologías,2.6739764335716716
Original,2,metodologías herramientas,3.4849066497880004
Original,2,metropolitana,3.4849066497880004
Original,2,multidisciplinarios,2.037987666851675
Original,2,mundo,2.5686159179138452
Original,2,nacional,2.9252908618525773
Original,2,necesidades,2.09861228866811
Original,2,negocios,2.791759469228055
Original,2,nivel,2.386294361119891
Original,2,nivel superior,3.4849066497880004
Original,2,niveles,3.2617630984737906
Original,2,normativa,3.772588722239781
Original,2,nuevas,2.9252908618525773
Original,2,nuevas tecnologías,3.2617630984737906
Original,2,nuevos,3.2617630984737906
Original,2,objetivos,2.9252908618525773
Original,2,operar,3.2617630984737906
Original,2,oportunidades,3.0794415416798357
Original,2,organizacional,3.4849066497880004
Original,2,organizacionales,2.47330573810952
Original,2,organizaciones,1.9267620317414504
Original,2,organización,2.386294361119891
Original,2,partir,3.0794415416798357
Original,2,país,3.0794415416798357
Original,2,pensamiento,2.791759469228055
Original,2,pensamiento crítico,2.9252908618525773
Original,2,perfil,2.037987666851675
Original,2,perfil egreso,2.386294361119891
Original,2,permanente,2.6739764335716716
Original,2,permitan,3.0794415416798357
Original,2,permite,1.9808292530117262
Original,2,permitirá,3.2617630984737906
Original,2,persona,2.791759469228055
Original,2,personas,2.791759469228055
Original,2,planificación,3.2617630984737906
Original,2,planificar,2.9252908618525773
Original,2,plataformas,3.0794415416798357
Original,2,podrá,3.0794415416798357
Original,2,posee,2.2321436812926323
Original,2,principios,2.5686159179138452
Original,2,privadas,2.9252908618525773
Original,2,problemas,1.6523251860396901
Original,2,problemas complejos,2.5686159179138452
Original,2,problemáticas,3.2617630984737906
Original,2,procesos,1.8754687373538999
Original,2,productivo,3.4849066497880004
Original,2,productos,2.6739764335716716
Original,2,profesional,1.3158529494184772
Original,2,profesional ingeniero,3.0794415416798357
Original,2,profesionales,1.9267620317414504
Original,2,profesionales capaces,3.0794415416798357
Original,2,profesión,3.0794415416798357
Original,2,programa,2.6739764335716716
Original,2,programación,2.9252908618525773
Original,2,promoción,3.2617630984737906
Original,2,propios,2.9252908618525773
Original,2,proyectos,1.3448404862917296
Original,2,proyectos informáticos,2.386294361119891
Original,2,proyectos tecnologías,3.2617630984737906
Original,2,prácticas,3.2617630984737906
Original,2,prácticas industria,3.4849066497880004
Original,2,puede,2.9252908618525773
Original,2,públicas,2.9252908618525773
Original,2,públicas privadas,2.9252908618525773
Original,2,público,3.2617630984737906
Original,2,públicos,3.0794415416798357
Original,2,reconoce,3.4849066497880004
Original,2,recursos,2.386294361119891
Original,2,redes,2.5686159179138452
Original,2,región,3.4849066497880004
Original,2,requerimientos,2.9252908618525773
Original,2,resolución,3.0794415416798357
Original,2,resolución problemas,3.0794415416798357
Original,2,resolver,1.8754687373538999
Original,2,resolver problemas,2.037987666851675
Original,2,respeto,3.0794415416798357
Original,2,responsabilidad,2.2321436812926323
Original,2,responsabilidad social,2.47330573810952
Original,2,responsable,3.0794415416798357
Original,2,riesgos,3.0794415416798357
Original,2,santiago,3.0794415416798357
Original,2,sector,2.791759469228055
Original,2,sede,3.2617630984737906
Original,2,seguridad,2.163150809805681
Original,2,seguridad información,2.791759469228055
Original,2,según,2.6739764335716716
Original,2,sello,2.6739764335716716
Original,2,semestres,3.0794415416798357
Original,2,sentido,3.0794415416798357
Original,2,servicios,2.3062516534463544
Original,2,sistemas,1.4054651081081644
Original,2,sistemas computacionales,2.9252908618525773
Original,2,sistemas información,2.47330573810952
Original,2,sistemas informáticos,2.386294361119891
Original,2,social,1.826678573184468
Original,2,sociales,2.791759469228055
Original,2,sociedad,2.6739764335716716
