permutacion,delta_unidades
573,0.005625770967998045
574,-0.006330221034224176
575,0.006211187540231589
576,-0.010172685741506288
577,0.0025643918253309417
578,-0.0050499024410991245
579,0.002575680881836101
580,0.0033128265175623173
581,0.005893872401931177
582,0.0009070996893840166
583,0.0002868079283279146
584,-0.005867415709307794
585,-0.004185600541446011
586,0.0012152386228470868
587,-0.009895299011311365
588,0.0029744277889991455
589,0.010440703275678614
590,-0.002359396721594159
591,0.01092599515036477
592,0.01431044580277649
593,-0.008315924436033323
594,0.006382531624724852
595,-0.007327560855734994
596,0.014697312782093824
597,-0.0046319183941636866
598,0.004937628911566572
599,0.003088428564661766
600,-0.002380355555396646
601,-0.008162746407526122
602,0.0006011164288548254
603,-0.004423928136186944
604,-0.0027216083402410163
605,-0.004096393968750639
606,-0.003629917641526398
607,-0.0070262170403219415
608,-0.0001691137861792591
609,0.0007887496706365238
610,-0.0032230492267024125
611,-0.0007279895505567513
612,0.004621235948834346
613,0.010295072580142589
614,0.0005180908288178188
615,-0.015783528531071567
616,0.000808349861960822
617,1.1040259774330874e-05
618,-0.000436076061435392
619,-0.003411994084223241
620,-0.005624602186250355
621,-0.01181880112493719
622,0.0025441230113392443
623,-0.004829493550636638
624,0.01787627796416094
625,-0.0037737939936428877
626,0.00029196968233952125
627,0.0006869728809562048
628,-0.00016887975302920522
629,-0.006168188273633662
630,0.014405183629504686
631,0.0035459444895542813
632,-0.0006937921685346848
633,-0.003102082879079232
634,-0.005393293540853217
635,0.004928000512092051
636,0.001928702848955105
637,-0.006597203723201828
638,0.005274963787026105
639,0.006161733548907838
640,0.0077918582609155795
641,0.008993828699090045
642,0.006218042442824839
643,-0.0002946614584060647
644,0.007818284594311858
645,-0.005381129297372944
646,0.002141784820684056
647,-0.007899910780009622
648,-0.010382857300641923
649,-0.003058665573665048
650,0.009226157036875321
651,-0.0008161550312190957
652,0.003551735101017639
653,0.0001459099906206962
654,0.013703059442228493
655,-0.010161839419439739
656,-0.007897433002292314
657,-0.013060648643620082
658,-0.0040652965213375525
659,-0.007193779594689004
660,-0.005063841422952353
661,-0.0014760014457082804
662,0.007708180487535632
663,-0.0015321363495081342
664,0.01161270529618244
665,0.004350769851514058
666,0.007331290462841061
667,0.011216080013661811
668,-0.004151040171903764
669,0.005581763447195132
670,0.0049984242562148284
671,0.005724813734903494
672,0.008570260683981534
673,0.000662782750679991
674,-0.011970027764531266
675,-0.008967809553321465
676,-0.0006995397825088068
677,0.018132951143428194
678,-0.002999454788758321
679,-0.000922205763037115
680,-0.001870337618105733
681,-0.002335098766885646
682,0.0062344696110503695
683,0.005768430944337127
684,0.004396811911715565
685,0.012751898269277334
686,-0.006029895946964098
687,0.002632124900132149
688,-0.001081308100081918
689,-0.0030399634969319467
690,0.01590660021128984
691,0.003691207567152688
692,-0.003243771552030955
693,-0.0004966518025295297
694,0.016650216988812944
695,0.0007295329190245003
696,-0.006170723100705849
697,0.007889584349302453
698,0.0013261682034502453
699,0.0020662830661226927
700,-0.006116431227695812
701,-0.0034044527701922733
702,-0.0036501235937936305
703,-0.002761590064453978
704,-0.000659065721121066
705,-0.00021122191169448135
706,0.0037448679264758533
707,0.0010508326275175672
708,0.006022073026871688
709,-0.0016148504853968904
710,-0.009756092140988493
711,0.004553053084614012
712,-0.0059719855356472895
713,0.0005067547602553846
714,0.004405584525769918
715,0.011062698360044865
716,0.005757778294162852
717,-0.005566767204574136
718,-0.009613373856070362
719,-0.014734869742740964
720,-0.005869122776025609
721,0.010143687148412489
722,-0.0016400708981846868
723,-0.0006585744933532978
724,0.004593189287243726
725,0.006327989054534799
726,-0.006356867977771574
727,0.004300257954975767
728,-0.0014610244440577125
729,-0.004507493568914167
730,-0.0023700261362733788
731,-0.0054300422233814205
732,-0.01116987406337433
733,0.007541357851323205
734,-0.003842204452587039
735,-0.010118415602214992
736,-0.012129177181697093
737,0.005229073093875797
738,0.003083078868476724
739,0.004181226252514797
740,0.008276635094146167
741,0.012148213748579828
742,-0.0030254257871709933
743,0.003926132687356754
744,0.005745910772398416
745,0.013016932649931728
746,-0.005998237292976022
747,-0.0004051050588287919
748,-0.004177862247710995
749,0.0029613603878770045
750,-0.0028996257938040115
751,-0.01227268044626259
752,-0.003752934844979877
753,-0.002801944110155913
754,-0.009656483960316542
755,-0.002759746550861114
756,-0.006857001498008941
757,-0.007083538780930793
758,-0.00018695443949737212
759,-0.00299058507456354
760,0.00442404800996718
761,-0.003973490604731206
762,-0.008179212747728981
763,-0.0026236025446374767
764,0.00824182263086562
765,0.005479945622333143
766,-0.009748816525410237
767,-0.0034317213457801254
768,-0.011911195989471823
769,-0.0061015594479072455
770,-0.007995320950464319
771,0.009752682245286859
772,-0.004512595600508595
773,-0.0033453672373177645
774,-0.0077196534729053745
775,-0.00028177171586207805
776,0.004738248579882504
777,5.4060053762933213e-05
778,0.0003998380218107056
779,-0.0014323769121805385
780,0.004035237677041531
781,0.0015103951705845997
782,0.0018420850950210677
783,-0.0012634358973298287
784,-0.006385530060267153
785,0.011785943017953854
786,-0.0013416874728433004
787,0.013501895982354267
788,0.0029211013271211728
789,-0.0006445261464323448
790,0.0002529619479479661
791,-0.00877755464138158
792,0.008243946458727003
793,-0.010877080709791126
794,-0.013179682858622616
795,0.005287178571811685
796,0.006640792156077158
797,-0.00829710330988373
798,-0.002864202438543989
799,0.022878402591533342
800,-0.0023575264434174126
801,0.010825766935402686
802,-0.007674159829916483
803,0.013449233672616273
804,0.003858368839754933
805,-0.00433462138041768
806,0.00517446252021192
807,0.014100026028668583
808,0.00339591362961586
809,-0.010018795416076087
810,0.00020258271432543884
811,0.004131786887220407
812,-0.009912723955072728
813,0.0015487189079585184
814,-0.007580284664711834
815,-0.009478666676623032
816,-0.009136126427327723
817,0.013801744783838915
818,-0.005356754198732938
819,-0.009275068167987843
820,0.0008683540815836999
821,-0.001010724856166989
822,-0.010081059268914394
823,-0.0008199596656872643
824,-0.007893125637285558
825,0.002592786647094558
826,0.0025159448948047503
827,0.0011963127134980711
828,0.00045720273495317154
829,0.0042942233977335265
830,-0.006461709473323862
831,0.00339025517751787
832,0.00528979423119455
833,0.008878917623844657
834,0.007881130439717082
835,0.003047266066192239
836,0.008451279092489439
837,-0.012972125267367074
838,-0.0031881786835123993
839,-0.012644777091872866
840,-0.001399620412246505
841,-0.005726934393207234
842,0.00504308195684991
843,-0.0021256132151329377
844,-0.004475807416324834
845,-0.0034987929831055975
846,-0.006834589748565961
847,0.0006365137699312629
848,-0.005519777162150269
849,-0.004438258663573308
850,-0.0007899932148459354
851,0.007511649531487502
852,-0.007103285048335656
853,-0.0007686711826073167
854,0.006505512122439883
855,0.004402426742652177
856,0.002978029514854569
857,0.00687879633093999
858,-0.0009366833615275239
859,0.004657310862280356
860,-0.005137815858509115
861,-0.006864142834757336
862,0.011660422610974025
863,0.0035008591498491837
864,0.0013113802051274714
865,0.005138116280307747
866,-0.006355272345018342
867,-0.004525554221666783
868,0.009122121362615976
869,-0.004569827456770287
870,0.0021321825532657213
871,-0.0008704147826057995
872,-0.001981928794717508
873,0.015192032891450935
874,0.005326332833916786
875,-0.001496865664744107
876,0.0031689563697716028
877,-0.0043938482999337225
878,0.00041002447354973603
879,-0.0003792691734329223
880,-0.007746576474325889
881,0.006842827306822924
882,0.009754548622710912
883,-0.0055386953783130854
884,-0.00492271198343644
885,0.006554533592343953
886,-0.00248811402233029
887,0.003008281800846224
888,-0.0037261116399314453
889,-0.008761274421205528
890,-0.013000759771836429
891,-0.0032110371045597774
892,0.008377279084933187
893,0.009260117105898469
894,-0.001797339556364047
895,-0.0030518274455040573
896,0.007139591946527107
897,-0.0018451689526561843
898,0.017569458693401624
899,-0.003580018248584199
900,-0.008886911306722367
901,0.0018924367146560817
902,0.010245272949878592
903,0.005640190659103317
904,-0.002352499307881506
905,-0.005092791640864763
906,0.02286973557819777
907,0.010471211586077861
908,-0.011738956553103308
909,0.0052701795167018894
910,0.0004605512726801597
911,0.003958428104615858
912,0.011137565981989783
913,0.0065085521810392954
914,0.0021821121850255087
915,0.008463331669463142
916,0.008258358189680848
917,-0.012429171142344347
918,0.008161135313305007
919,-0.005762625173925978
920,-0.007924252810298626
921,-0.0028112770069182447
922,-0.009031929176997328
923,-0.0006219999694343781
924,-0.009901396578165744
925,-0.0025995226832375984
926,-0.013228321279640798
927,6.606810667636465e-05
928,-0.009624030171776182
929,0.0012295694189919382
930,-0.009359261338137581
931,-0.010840860459537444
932,0.004372873029752838
933,5.97087777945704e-05
934,-0.0012936156550882039
935,-0.0015620576754627469
936,0.0020364013827757765
937,0.0035421307875539987
938,-0.007465554469814173
939,-0.0030830557862025765
940,0.0020152036385654715
941,-0.0019666036853315805
942,0.0031481780012946603
943,0.005389532934842373
944,0.015681581433261454
945,0.0023084586140979246
946,0.007074694956781563
947,-0.005719023987380278
948,0.002693159647114668
949,0.023330912087328542
950,0.003062831853366199
951,0.0031970749042271873
952,0.005073600169984593
953,0.0046487863324422285
954,-0.01317616667459931
955,-0.003045148724976715
956,-0.006865025889813109
957,-0.0005282334598755434
958,0.0015537712768506629
959,0.003506448865758155
960,0.003792129170501396
961,0.002691716153376128
962,0.0015516067221208185
963,0.000861969663287887
964,-0.00404855800355039
965,-0.002334156046006508
966,0.0054297406621651445
967,0.014144014564774987
968,0.018080741594143412
969,-0.0144608401013252
970,0.00518644298200957
971,0.008868078104645793
972,0.0013251773495097374
973,0.0023324827728348485
974,-0.009286745312148709
975,0.00794581975715511
976,0.00528660013122112
977,-0.009789424305554406
978,-0.009041255179328161
979,-0.003978904132440203
980,0.001908353259416462
981,-0.009631486174401349
982,0.0002043676270382655
983,-0.0013788238622111093
984,-0.003944422246194429
985,-0.010152216799149988
986,-0.008160349291453733
987,-0.005124179844796212
988,-0.0026055938196954676
989,0.007195532539033961
990,-0.016401452329523447
991,-0.006108860863903276
992,-0.0004823623832435897
993,-0.005109690954232554
994,0.012575226034553966
995,0.0015726354521755914
996,-0.005249675021984951
997,-0.0072981769043457545
998,0.00044626701784825085
999,0.005941339024318731
1000,0.004678909331678943
1001,-0.0005839408648287414
1002,0.006991646165243365
1003,-0.0012903083257511938
1004,0.006611325587043498
1005,0.002043710363142881
1006,-0.0021674498298737688
1007,0.0060161983352221005
1008,0.011990265462142852
1009,-0.005142665993880441
1010,-0.0037820770753547728
1011,-0.002574285838033874
1012,0.006767256051269738
1013,0.0020879959495063993
1014,0.019350331229613688
1015,0.002581470076470277
1016,-0.0031596674350140297
1017,0.006569892808073907
1018,0.018158352315797155
1019,-0.0015530833461756544
1020,0.0029021628371708186
1021,-0.0012704873943095996
1022,-0.004033100190263289
1023,0.0011761989240218484
1024,0.006273687011787044
1025,-0.003807926179600324
1026,-0.005022553451560607
1027,-0.007003248221454067
1028,0.004530977551288645
1029,0.0022460151184442168
1030,-0.0011944654673229915
1031,0.010457721383017926
1032,-0.005992246285906722
1033,-0.0009390185250297833
1034,-0.004706250372778165
1035,-0.006441880260997734
1036,-0.009889834580766171
1037,-0.003044705814991333
1038,0.013415846376686025
1039,-0.0037476719308889295
1040,0.001003255738564024
1041,0.009738478285038127
1042,0.008569498438683043
1043,0.013661718461548705
1044,0.004283633036017365
1045,-0.005579486148007462
1046,-0.003413506330888688
1047,0.005423963435197465
1048,0.0074820148679271
1049,-0.007596909050861522
1050,0.0002041696834577389
1051,-0.0033520379711200754
1052,-0.0004913731753848627
1053,-0.011419037537767657
1054,-0.005879659884818034
1055,0.0005706953711833995
1056,-0.0014647580984426811
1057,0.004155300612376456
1058,-0.006824632304590655
1059,-0.00502797718498027
1060,-0.011928949628931873
1061,0.005540614117406556
1062,0.009496777969257603
1063,-0.009549642743236858
1064,-0.01145709942337314
1065,0.010256313254180693
1066,0.012952786269742472
1067,-0.007684332791017212
1068,0.00442077887443057
1069,-0.006056075852132581
1070,-0.002681098087406103
1071,-0.002838942213843565
1072,-0.0035766177050693404
1073,-0.003336584534289061
1074,-0.00018715790690071454
1075,-0.013137092279878054
1076,-0.002539317407349473
1077,-0.001661517903192744
1078,0.001771820178892991
1079,0.009356579398593773
1080,0.0013534594865770855
1081,-0.0010374156509275756
1082,0.016667659399229096
1083,-0.0075816110133095915
1084,0.000490516011306591
1085,0.0010570998994025305
1086,0.0003098483777546901
1087,-0.004736130082225037
1088,0.006936216553249053
1089,-0.001661227176655261
1090,-0.010844995404582725
1091,-0.006085835545884072
1092,-0.004012454139148441
1093,0.004269815139785221
1094,-0.003983227685752849
1095,-0.0017415210550441318
1096,0.00014257104045781177
1097,0.001855405328838794
1098,0.009385944069230101
1099,-0.004476845005454977
1100,0.0066938799406127125
1101,0.00996953852174734
1102,-0.007100231988343336
1103,0.014560960093185388
1104,-0.003895832480553557
1105,-0.0005103251560433786
1106,-0.0010171673634999656
1107,0.01623685888418111
1108,-0.009127726520877039
1109,-0.001791210428704254
1110,-0.002986716967864872
1111,0.009366731799374611
1112,-0.007468344732128929
1113,-0.002669882355837677
1114,0.001505918182962418
1115,0.009537636537600785
1116,-0.004174643935646788
1117,0.0019602289052355892
1118,0.0024083784390875884
1119,-0.0013652235184468953
1120,-0.007569115890920852
1121,-0.0008816303642591727
1122,0.001458287829720295
1123,0.0012806507643043918
1124,0.006054199565796281
1125,-0.01582684191626918
1126,-0.002326818085637672
1127,0.001644864217489439
1128,-0.010524324721887579
1129,0.0031402116475787445
1130,0.009585280068412333
1131,0.0026115856484538735
1132,-0.0022266625238914206
1133,-0.0007375860509719334
1134,-0.005643434369050598
1135,0.0076300808397823106
1136,-0.0007000514330249841
1137,-0.0020876590445941257
1138,0.0177684063401789
1139,0.0008553914477183733
1140,-0.008704927694882236
1141,-0.012344422439125285
1142,0.013953085313164637
1143,0.001224933301458564
1144,0.016819695813896612
1145,0.004504638836243191
1146,-0.000708527701893169
1147,-0.00062479806822896
1148,-0.003913745545534947
1149,0.00877054537041222
1150,0.0013394246087727324
1151,-0.0013292584889177672
1152,0.0008843552353617057
1153,-0.007076450290628089
1154,-0.008477060291760846
1155,-0.002994742664525929
1156,0.0005776625774331079
1157,-0.0027273771172508787
1158,-0.0011901135044244393
1159,-0.0042345575902715815
1160,0.0051071381516367975
